num,code,barcode,desc,cat,subcat,source_file
7545,,4618153502400,"PRESSURE GARMENT, READY MADE, CHILDREN STOCKING CLOSED TOES, SIZES: 1: 6.4-7.6 IN (16-19 CM) (CIRCUMFERENCE OF WIDEST POINT OF CALF) . EASY FITTING SOFT AND SMOOTH, HI-TECH YARN WITH PERMANENT ODOR NEUTRALITY, BREATHABLE, HIGH UV PROTECTION, PRESSURE LEVEL 10-18 MMHG, HYPOALLERGENIC AND LATEX-FREE ANTI-BACTERIAL, WASHABLE, FABRIC COMPOSITION 80%-90% POLYAMIDE 10%-20% ELASTANE, THICKNESS 0.48MM-0.52MM (SCAR MANAGEMENT)",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
7546,,4618150404100,"PRESSURE GARMENT, READY MADE, DIGITAL CAP MED FABRIC, SIZES: XL: 3.2-3.6 IN (8-9 CM) (CIRCUMFERENCE AROUND PIP JOINT) . LENGTH: 8.5 CM, EASY FITTING SOFT AND SMOOTH, HI-TECH YARN WITH PERMANENT ODOR NEUTRALITY, ADJUSTABLE PRESSURE LEVEL, BREATHABLE, HIGH UV PROTECTION, HYPOALLERGENIC AND LATEX-FREE ANTI-BACTERIAL, WASHABLE, 60%-69% POLYAMIDE 31%-40% ELASTANE 3MM NEOPRENE STRONG FABRIC, THICKNESS 0.64MM-0.68MM, (SCAR MANAGEMENT)",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
7547,,4618150403800,"PRESSURE GARMENT, READY MADE, GLOVES PALM, SIZES: XL: 10-10.4 IN (25-26 CM) (MCP CIRCUMFERENCE) . RIGHT HAND. OPEN TIPS, EASY FITTING SOFT AND SMOOTH, HI-TECH YARN WITH PERMANENT ODOR NEUTRALITY, ADJUSTABLE PRESSURE LEVEL, BREATHABLE, HIGH UV PROTECTION, HYPOALLERGENIC AND LATEX-FREE ANTI-BACTERIAL, WASHABLE, 60%-69% POLYAMIDE 31%-40% ELASTANE 3MM NEOPRENE STRONG FABRIC, THICKNESS 0.64MM-0.68MM, (SCAR MANAGEMENT)",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
7548,,4618150403700,"PRESSURE GARMENT, READY MADE, GLOVES PALM, SIZES: L: 9.2-9.6 IN (23-24 CM) (MCP CIRCUMFERENCE) . RIGHT HAND. OPEN TIPS, EASY FITTING SOFT AND SMOOTH, HI-TECH YARN WITH PERMANENT ODOR NEUTRALITY, ADJUSTABLE PRESSURE LEVEL, BREATHABLE, HIGH UV PROTECTION, HYPOALLERGENIC AND LATEX-FREE ANTI-BACTERIAL, WASHABLE, 60%-69% POLYAMIDE 31%-40% ELASTANE 3MM NEOPRENE STRONG FABRIC, THICKNESS 0.64MM-0.68MM, (SCAR MANAGEMENT)",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
7549,,4618150403600,"PRESSURE GARMENT, READY MADE, GLOVES PALM, SIZES: M: 8.4-8.8 IN (21-22 CM) (MCP CIRCUMFERENCE) . RIGHT HAND. OPEN TIPS, EASY FITTING SOFT AND SMOOTH, HI-TECH YARN WITH PERMANENT ODOR NEUTRALITY, ADJUSTABLE PRESSURE LEVEL, BREATHABLE, HIGH UV PROTECTION, HYPOALLERGENIC AND LATEX-FREE ANTI-BACTERIAL, WASHABLE, 60%-69% POLYAMIDE 31%-40% ELASTANE 3MM NEOPRENE STRONG FABRIC, THICKNESS 0.64MM-0.68MM, (SCAR MANAGEMENT)",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
7550,,4618150403500,"PRESSURE GARMENT, READY MADE, GLOVES PALM, SIZES: S: 7.6-8 IN (19-20 CM) (MCP CIRCUMFERENCE) . RIGHT HAND. OPEN TIPS, EASY FITTING SOFT AND SMOOTH, HI-TECH YARN WITH PERMANENT ODOR NEUTRALITY, ADJUSTABLE PRESSURE LEVEL, BREATHABLE, HIGH UV PROTECTION, HYPOALLERGENIC AND LATEX-FREE ANTI-BACTERIAL, WASHABLE, 60%-69% POLYAMIDE 31%-40% ELASTANE 3MM NEOPRENE STRONG FABRIC, THICKNESS 0.64MM-0.68MM, (SCAR MANAGEMENT)",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
7551,,4618150404300,"PRESSURE GARMENT, READY MADE, GAUNTLET THUMB OPEN LEFT HAND, SIZES: L: 9.2-9.6 IN (23-24 CM) (MCP CIRCUMFERENCE) . EASY FITTING SOFT AND SMOOTH, HI-TECH YARN WITH PERMANENT ODOR NEUTRALITY, BREATHABLE, HIGH UV PROTECTION, ADJUSTABLE PRESSURE LEVEL, HYPOALLERGENIC AND LATEX-FREE ANTI-BACTERIAL, WASHABLE, FABRIC COMPOSITION 60%-69%, POLYAMIDE 31%-40% ELASTANE, THICKNESS 0.64-0.68MM, (SCAR MANAGEMENT)",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
7552,,4618150403400,"PRESSURE GARMENT, READY MADE, GLOVES PALM, SIZES: XS: 6.8-7.2 IN (17-18 CM) (MCP CIRCUMFERENCE) . RIGHT HAND. OPEN TIPS, EASY FITTING SOFT AND SMOOTH, HI-TECH YARN WITH PERMANENT ODOR NEUTRALITY, ADJUSTABLE PRESSURE LEVEL, BREATHABLE, HIGH UV PROTECTION, HYPOALLERGENIC AND LATEX-FREE ANTI-BACTERIAL, WASHABLE, 60%-69% POLYAMIDE 31%-40% ELASTANE 3MM NEOPRENE STRONG FABRIC, THICKNESS 0.64MM-0.68MM, (SCAR MANAGEMENT)",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
7553,,4618150403200,"PRESSURE GARMENT, READY MADE, GLOVES PALM, SIZES: XXL: 10.8-11.2 IN (27-28 CM) (MCP CIRCUMFERENCE) . RIGHT HAND. OPEN TIPS, EASY FITTING SOFT AND SMOOTH, HI-TECH YARN WITH PERMANENT ODOR NEUTRALITY, ADJUSTABLE PRESSURE LEVEL, BREATHABLE, HIGH UV PROTECTION, HYPOALLERGENIC AND LATEX-FREE ANTI-BACTERIAL, WASHABLE, 60%-69% POLYAMIDE 31%-40% ELASTANE 3MM NEOPRENE STRONG FABRIC, THICKNESS 0.64MM-0.68MM, (SCAR MANAGEMENT)",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
7554,,4618153502500,"PRESSURE GARMENT, READY MADE, CHILDREN STOCKING OPEN TOES, SIZES: 3: 9.6-10.8 IN (24-27 CM) (CIRCUMFERENCE OF WIDEST POINT OF CALF) . EASY FITTING SOFT AND SMOOTH, HI-TECH YARN WITH PERMANENT ODOR NEUTRALITY, BREATHABLE, HIGH UV PROTECTION, PRESSURE LEVEL 10-18 MMHG, HYPOALLERGENIC AND LATEX-FREE ANTI-BACTERIAL, WASHABLE, FABRIC COMPOSITION 80%-90% POLYAMIDE 10%-20% ELASTANE, THICKNESS 0.48MM-0.52MM (SCAR MANAGEMENT)",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
7555,,4618150402400,"SILICONE GEL GLOVES, FOR SCAR MANAGEMENT, CLOSED FINGER, SIZE 3 OR LARGE (SCAR MANAGEMENT)",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
7556,,4618150402300,"SILICONE GEL GLOVES, FOR SCAR MANAGEMENT, CLOSED FINGER, SIZE 2 OR MEDIUM (SCAR MANAGEMENT)",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
7557,,4618150402200,"SILICONE GEL GLOVES, FOR SCAR MANAGEMENT, CLOSED FINGER, SIZE 1 OR SMALL (SCAR MANAGEMENT)",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
7558,,4618153502600,"PRESSURE GARMENT, READY MADE, CHILDREN STOCKING OPEN TOES, SIZES: 2: 8-9.2 IN (20-23 CM) (CIRCUMFERENCE OF WIDEST POINT OF CALF) . EASY FITTING SOFT AND SMOOTH, HI-TECH YARN WITH PERMANENT ODOR NEUTRALITY, BREATHABLE, HIGH UV PROTECTION, PRESSURE LEVEL 10-18 MMHG, HYPOALLERGENIC AND LATEX-FREE ANTI-BACTERIAL, WASHABLE, FABRIC COMPOSITION 80%-90% POLYAMIDE 10%-20% ELASTANE, THICKNESS 0.48MM-0.52MM (SCAR MANAGEMENT)",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
7559,,4618153502700,"PRESSURE GARMENT, READY MADE, CHILDREN STOCKING OPEN TOES, SIZES: 1: 6.4-7.6 IN (16-19 CM) (CIRCUMFERENCE OF WIDEST POINT OF CALF) . EASY FITTING SOFT AND SMOOTH, HI-TECH YARN WITH PERMANENT ODOR NEUTRALITY, BREATHABLE, HIGH UV PROTECTION, PRESSURE LEVEL 10-18 MMHG, HYPOALLERGENIC AND LATEX-FREE ANTI-BACTERIAL, WASHABLE, FABRIC COMPOSITION 80%-90% POLYAMIDE 10%-20% ELASTANE, THICKNESS 0.48MM-0.52MM (SCAR MANAGEMENT)",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
7560,,4618150403300,"PRESSURE GARMENT, READY MADE, GLOVES PALM, SIZES: XXS: 5.6-6.4 IN (14-16 CM) (MCP CIRCUMFERENCE) . RIGHT HAND. OPEN TIPS, EASY FITTING SOFT AND SMOOTH, HI-TECH YARN WITH PERMANENT ODOR NEUTRALITY, ADJUSTABLE PRESSURE LEVEL, BREATHABLE, HIGH UV PROTECTION, HYPOALLERGENIC AND LATEX-FREE ANTI-BACTERIAL, WASHABLE, 60%-69% POLYAMIDE 31%-40% ELASTANE 3MM NEOPRENE STRONG FABRIC, THICKNESS 0.64MM-0.68MM, (SCAR MANAGEMENT)",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
7561,,4618150404400,"PRESSURE GARMENT, READY MADE, GAUNTLET THUMB OPEN LEFT HAND, SIZES: M: 8.4-8.8 IN (21-22) (MCP CIRCUMFERENCE) . EASY FITTING SOFT AND SMOOTH, HI-TECH YARN WITH PERMANENT ODOR NEUTRALITY, BREATHABLE, HIGH UV PROTECTION, PRESSURE LEVEL 23-30 MMHG, HYPOALLERGENIC AND LATEX-FREE ANTI-BACTERIAL, WASHABLE, FABRIC COMPOSITION 60%-69%, POLYAMIDE 31%-40% ELASTANE, THICKNESS 0.64-0.68MM, (SCAR MANAGEMENT)",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
7562,,4618150404500,"PRESSURE GARMENT, READY MADE, GAUNTLET THUMB OPEN LEFT HAND, SIZES: S: 7.6-8 IN (19-20 CM) (MCP CIRCUMFERENCE) . EASY FITTING SOFT AND SMOOTH, HI-TECH YARN WITH PERMANENT ODOR NEUTRALITY, BREATHABLE, HIGH UV PROTECTION, PRESSURE LEVEL 23-30 MMHG, HYPOALLERGENIC AND LATEX-FREE ANTI-BACTERIAL, WASHABLE, FABRIC COMPOSITION 60%-69%, POLYAMIDE 31%-40% ELASTANE, THICKNESS 0.64-0.68MM, (SCAR MANAGEMENT)",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
7563,,4618150404600,"PRESSURE GARMENT, READY MADE, GAUNTLET THUMB OPEN LEFT HAND, SIZES: XL: 10-10.4 IN (25-26 CM) (MCP CIRCUMFERENCE) . EASY FITTING SOFT AND SMOOTH, HI-TECH YARN WITH PERMANENT ODOR NEUTRALITY, BREATHABLE, HIGH UV PROTECTION, PRESSURE LEVEL 23-30 MMHG, HYPOALLERGENIC AND LATEX-FREE ANTI-BACTERIAL, WASHABLE, FABRIC COMPOSITION 60%-69%, POLYAMIDE 31%-40% ELASTANE, THICKNESS 0.64-0.68MM, (SCAR MANAGEMENT)",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
7564,,4618150409900,CUSTOM MADE LYMPHEDEMA COMPRESSION GARMENT GLOVE WITH FINGERS TO BASE OF THE NAIL SKIN COLOR CLASS UPON REQUEST FABRIC: POLYAMIDE (50-80%) ELASTANE (20-35%) COTTON SKIN CONTACT AND LATEX FREE,REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
7565,,4618150409800,"PRESSURE GARMENT, CUSTOM MADE, FOR SCAR MANAGEMENT, CHILD GLOVE TIPS OPEN, ULTRAVIOLET PROTECTION (NOT LESS THAN 98%), BREATHABLE, H YPOALLERGENIC AND LATEX-FREE, COMPOSITION-HIGH QUALITY SOFT, ANTI-BACTERIAL, MEDICAL GRADE COMPOSITION, AVAILABLE IN TWO WASHABLE FABRICS: STRONG AND MEDIUM, PRESSURE BASED ON PATIENT NEEDS",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
7566,,4618150409700,"PRESSURE GARMENT, CUSTOM MADE, FOR SCAR MANAGEMENT, CHILD GLOVE TIPS CLOSE, ULTRAVIOLET PROTECTION (NOT LESS THAN 98%), BREATHABLE, HYPOALLERGENIC AND LATEX-FREE, COMPOSITION-HIGH QUALITY SOFT, ANTI-BACTERIAL, MEDICAL GRADE COMPOSITION, AVAILABLE IN TWO WASHABLE FABRICS: STRONG AND MEDIUM, PRESSURE BASED ON PATIENT NEEDS",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
7567,,4618150409600,"PRESSURE GARMENT, CUSTOM MADE, FOR SCAR MANAGEMENT, CHILD GAUNTLET THUMB OPEN - CHILD GLOVE TIPS OPEN, ULTRAVIOLET PROTECTION (NOT LESS THAN 98%), BREATHABLE, HYPOALLERGENIC AND LATEX-FREE, COMPOSITION-HIGH QUALITY SOFT, ANTI-BACTERIAL, MEDICAL GRADE COMPOSITION, AVAILABLE IN TWO WASHABLE FABRICS: STRONG AND MEDIUM, PRESSURE BASED ON PATIENT NEEDS",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
7568,,4618150409500,"PRESSURE GARMENT, CUSTOM MADE, FOR SCAR MANAGEMENT, ADULT GLOVE TIPS OPEN, ULTRAVIOLET PROTECTION (NOT LESS THAN 98%), BREATHABLE, H YPOALLERGENIC AND LATEX-FREE, COMPOSITION-HIGH QUALITY SOFT, ANTI-BACTERIAL, MEDICAL GRADE COMPOSITION, AVAILABLE IN TWO WASHABLE FABRICS: STRONG AND MEDIUM, PRESSURE BASED ON PATIENT NEEDS",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
7569,,4618150409400,"PRESSURE GARMENT, CUSTOM MADE, FOR SCAR MANAGEMENT, ADULT GLOVE TIPS CLOSE, ULTRAVIOLET PROTECTION (NOT LESS THAN 98%), BREATHABLE, HYPOALLERGENIC AND LATEX-FREE, COMPOSITION-HIGH QUALITY SOFT, ANTI-BACTERIAL, MEDICAL GRADE COMPOSITION, AVAILABLE IN TWO WASHABLE FABRICS: STRONG AND MEDIUM, PRESSURE BASED ON PATIENT NEEDS",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
7570,,4618150409300,ADDITIONAL DIGIT TO PALM-GLOVE CAN BE ADDED FOR EXTRA DIGITS IN HAND.,REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
7571,,4618150405600,"PRESSURE GARMENT, READY MADE, GAUNTLET THUMB OPEN RIGHT HAND, SIZES: XXS: 5.6-6.4 IN (14-16 CM) (MCP CIRCUMFERENCE) . EASY FITTING SOFT AND SMOOTH, HI-TECH YARN WITH PERMANENT ODOR NEUTRALITY, BREATHABLE, HIGH UV PROTECTION, PRESSURE LEVEL 23-30 MMHG, HYPOALLERGENIC AND LATEX-FREE ANTI-BACTERIAL, WASHABLE, FABRIC COMPOSITION 60%-69%, POLYAMIDE 31%-40% ELASTANE, THICKNESS 0.64-0.68MM, (SCAR MANAGEMENT)",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
7572,,4618150405500,"PRESSURE GARMENT, READY MADE, GAUNTLET THUMB OPEN RIGHT HAND, SIZES: XXL: 10.8-11.2 IN (27-28 CM) (MCP CIRCUMFERENCE) . EASY FITTING SOFT AND SMOOTH, HI-TECH YARN WITH PERMANENT ODOR NEUTRALITY, BREATHABLE, HIGH UV PROTECTION, PRESSURE LEVEL 23-30 MMHG, HYPOALLERGENIC AND LATEX-FREE ANTI-BACTERIAL, WASHABLE, FABRIC COMPOSITION 60%-69%, POLYAMIDE 31%-40% ELASTANE, THICKNESS 0.64-0.68MM, (SCAR MANAGEMENT)",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
7573,,4618150405400,"PRESSURE GARMENT, READY MADE, GAUNTLET THUMB OPEN RIGHT HAND, SIZES: XS: 6.8-7.2 IN (17-18 CM) (MCP CIRCUMFERENCE) . EASY FITTING SOFT AND SMOOTH, HI-TECH YARN WITH PERMANENT ODOR NEUTRALITY, BREATHABLE, HIGH UV PROTECTION, PRESSURE LEVEL 23-30 MMHG, HYPOALLERGENIC AND LATEX-FREE ANTI-BACTERIAL, WASHABLE, FABRIC COMPOSITION 60%-69%, POLYAMIDE 31%-40% ELASTANE, THICKNESS 0.64-0.68MM, (SCAR MANAGEMENT)",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
7574,,4618150405300,"PRESSURE GARMENT, READY MADE, GAUNTLET THUMB OPEN RIGHT HAND, SIZES: XL: 10-10.4 IN (25-26 CM) (MCP CIRCUMFERENCE) . EASY FITTING SOFT AND SMOOTH, HI-TECH YARN WITH PERMANENT ODOR NEUTRALITY, BREATHABLE, HIGH UV PROTECTION, PRESSURE LEVEL 23-30 MMHG, HYPOALLERGENIC AND LATEX-FREE ANTI-BACTERIAL, WASHABLE, FABRIC COMPOSITION 60%-69%, POLYAMIDE 31%-40% ELASTANE, THICKNESS 0.64-0.68MM, (SCAR MANAGEMENT)",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
7575,,4618150405200,"PRESSURE GARMENT, READY MADE, GAUNTLET THUMB OPEN RIGHT HAND, SIZES: S: 7.6-8 IN (19-20 CM) (MCP CIRCUMFERENCE) . EASY FITTING SOFT AND SMOOTH, HI-TECH YARN WITH PERMANENT ODOR NEUTRALITY, BREATHABLE, HIGH UV PROTECTION, PRESSURE LEVEL 23-30 MMHG, HYPOALLERGENIC AND LATEX-FREE ANTI-BACTERIAL, WASHABLE, FABRIC COMPOSITION 60%-69%, POLYAMIDE 31%-40% ELASTANE, THICKNESS 0.64-0.68MM, (SCAR MANAGEMENT)",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
7576,,4618150405100,"PRESSURE GARMENT, READY MADE, GAUNTLET THUMB OPEN RIGHT HAND, SIZES: M: 8.4-8.8 IN (21-22) (MCP CIRCUMFERENCE) . EASY FITTING SOFT AND SMOOTH, HI-TECH YARN WITH PERMANENT ODOR NEUTRALITY, BREATHABLE, HIGH UV PROTECTION, PRESSURE LEVEL 23-30 MMHG, HYPOALLERGENIC AND LATEX-FREE ANTI-BACTERIAL, WASHABLE, FABRIC COMPOSITION 60%-69%, POLYAMIDE 31%-40% ELASTANE, THICKNESS 0.64-0.68MM, (SCAR MANAGEMENT)",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
7577,,4618150405000,"PRESSURE GARMENT, READY MADE, GAUNTLET THUMB OPEN RIGHT HAND, SIZES: L: 9.2-9.6 IN (23-24 CM) (MCP CIRCUMFERENCE) . EASY FITTING SOFT AND SMOOTH, HI-TECH YARN WITH PERMANENT ODOR NEUTRALITY, BREATHABLE, HIGH UV PROTECTION, PRESSURE LEVEL 23-30 MMHG, HYPOALLERGENIC AND LATEX-FREE ANTI-BACTERIAL, WASHABLE, FABRIC COMPOSITION 60%-69%, POLYAMIDE 31%-40% ELASTANE, THICKNESS 0.64-0.68MM, (SCAR MANAGEMENT)",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
7578,,4618150404900,"PRESSURE GARMENT, READY MADE, GAUNTLET THUMB OPEN LEFT HAND, SIZES: XXS: 5.6-6.4 IN (14-16 CM) (MCP CIRCUMFERENCE) . EASY FITTING SOFT AND SMOOTH, HI-TECH YARN WITH PERMANENT ODOR NEUTRALITY, BREATHABLE, HIGH UV PROTECTION, PRESSURE LEVEL 23-30 MMHG, HYPOALLERGENIC AND LATEX-FREE ANTI-BACTERIAL, WASHABLE, FABRIC COMPOSITION 60%-69%, POLYAMIDE 31%-40% ELASTANE, THICKNESS 0.64-0.68MM, (SCAR MANAGEMENT)",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
7579,,4618150404800,"PRESSURE GARMENT, READY MADE, GAUNTLET THUMB OPEN LEFT HAND, SIZES: XXL: 10.8-11.2 IN (27-28 CM) (MCP CIRCUMFERENCE) . EASY FITTING SOFT AND SMOOTH, HI-TECH YARN WITH PERMANENT ODOR NEUTRALITY, BREATHABLE, HIGH UV PROTECTION, PRESSURE LEVEL 23-30 MMHG, HYPOALLERGENIC AND LATEX-FREE ANTI-BACTERIAL, WASHABLE, FABRIC COMPOSITION 60%-69%, POLYAMIDE 31%-40% ELASTANE, THICKNESS 0.64-0.68MM, (SCAR MANAGEMENT)",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
7580,,4618150404700,"PRESSURE GARMENT, READY MADE, GAUNTLET THUMB OPEN LEFT HAND, SIZES: XS: 6.8-7.2 IN (17-18 CM) (MCP CIRCUMFERENCE) . EASY FITTING SOFT AND SMOOTH, HI-TECH YARN WITH PERMANENT ODOR NEUTRALITY, BREATHABLE, HIGH UV PROTECTION, PRESSURE LEVEL 23-30 MMHG, HYPOALLERGENIC AND LATEX-FREE ANTI-BACTERIAL, WASHABLE, FABRIC COMPOSITION 60%-69%, POLYAMIDE 31%-40% ELASTANE, THICKNESS 0.64-0.68MM, (SCAR MANAGEMENT)",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
7581,,4618153502800,"PRESSURE GARMENT, READY MADE, KNEE ANKLE, SIZE: 5.5X7IN/ 14-18 CM EASY FITTING SOFT AND SMOOTH, HI-TECH YARN WITH PERMANENT ODOR NEUTRALITY, BREATHABLE, HIGH UV PROTECTION, PATENTED KNIT ENSURES RAPID MOISTURE TRANSPORTATION AND TEMPERATURE, HYPOALLERGENIC AND LATEX-FREE ANTI-BACTERIAL, WASHABLE, FABRIC COMPOSITION 20%-30% ELASTANE, 70 AND -80% POLYAMIDE, (SCAR MANAGEMENT)",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
7582,,4412210000400,ZIP LESS THAN 8 IN (20CM),REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
7583,,4412210000300,ZIP 8 IN (20CM) AND LONGER,REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
7584,,4412210000200,VELCRO TABS,REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
7585,,4224180302000,CERVICAL COLLAR SOFT PEDIATRIC WITH VELCRO SOFT PADDING BREATHABLE LENGTH 29-34 CM SIZE: SMALL,REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
7586,,4224180301900,CERVICAL COLLAR SOFT PEDIATRIC WITH VELCRO SOFT PADDING BREATHABLE LENGTH 23-28 CM SIZE: EXTRA SMALL,REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
7587,,4224180301800,"PRESSURE GARMENT, CUSTOM MADE, FOR SCAR MANAGEMENT, ADULT PRESSURE COLLAR - ADULT PRESSURE COLLAR, ULTRAVIOLET PROTECTION (NOT LESS THAN 98%), BREATHABLE, HYPOALLERGENIC AND LATEX-FREE, COMPOSITION-HIGH QUALITY SOFT, ANTI-BACTERIAL, MEDICAL GRADE COMPOSITION, AVAILABLE IN TWO WASHABLE FABRICS: STRONG AND MEDIUM, PRESSURE BASED ON PATIENT NEEDS",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
7588,,4224180204400,"LUMBAR ROLL, D-SHAPED DESIGN RESTS FLAT AGAINST CHAIR BACKS, ADJUSTABLE STRAP MADE FROM A THICK MATERIAL, CAN BE ADJUSTED TO FIT MOST CHAIR BACKS, STANDARD LENGTH",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
7589,,4221150901800,"PRESSURE GARMENT, CUSTOM MADE, FOR SCAR MANAGEMENT, ADULT HELMET FACE CLOSE, ULTRAVIOLET PROTECTION (NOT LESS THAN 98%), BREATHABLE, HYPOALLERGENIC AND LATEX-FREE, COMPOSITION-HIGH QUALITY SOFT, ANTI-BACTERIAL, MEDICAL GRADE COMPOSITION, AVAILABLE IN TWO WASHABLE FABRICS: STRONG AND MEDIUM, PRESSURE BASED ON PATIENT NEEDS",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
7590,,4221150901900,"PRESSURE GARMENT, CUSTOM MADE, FOR SCAR MANAGEMENT, ADULT HELMET FACE OPEN, ULTRAVIOLET PROTECTION (NOT LESS THAN 98%), BREATHABLE, HYPOALLERGENIC AND LATEX-FREE, COMPOSITION-HIGH QUALITY SOFT, ANTI-BACTERIAL, MEDICAL GRADE COMPOSITION, AVAILABLE IN TWO WASHABLE FABRICS: STRONG AND MEDIUM, PRESSURE BASED ON PATIENT NEEDS",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
7591,,4221150902000,"PRESSURE GARMENT, CUSTOM MADE, FOR SCAR MANAGEMENT, CHILD HELMET FACE CLOSE, ULTRAVIOLET PROTECTION (NOT LESS THAN 98%), BREATHABLE, HYPOALLERGENIC AND LATEX-FREE, COMPOSITION-HIGH QUALITY SOFT, ANTI-BACTERIAL, MEDICAL GRADE COMPOSITION, AVAILABLE IN TWO WASHABLE FABRICS: STRONG AND MEDIUM, PRESSURE BASED ON PATIENT NEEDS",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
7592,,4221150902100,"PRESSURE GARMENT, CUSTOM MADE, FOR SCAR MANAGEMENT, CHILD HELMET FACE OPEN, ULTRAVIOLET PROTECTION (NOT LESS THAN 98%), BREATHABLE, HYPOALLERGENIC AND LATEX-FREE, COMPOSITION-HIGH QUALITY SOFT, ANTI-BACTERIAL, MEDICAL GRADE COMPOSITION, AVAILABLE IN TWO WASHABLE FABRICS: STRONG AND MEDIUM, PRESSURE BASED ON PATIENT NEEDS",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
7593,,4229551401000,"SILICONE GEL, SHEET, NON-ADHESIVE LINED WITH FABRIC, 30 X 40 CM (SCAR MANAGEMENT)",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
7594,,4229551401100,"SILICONE GEL, SHEET, NON-ADHESIVE LINED WITH FABRIC, 40 X 50 CM (SCAR MANAGEMENT)",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
7595,,4229551401200,"SILICONE GEL, SHEET, ADHESIVE LINED WITH FABRIC, 30 X 40 CM (SCAR MANAGEMENT)",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
